COD;MUNI;cv_bcg;prop_populacao_com_renda_menosqmeio_SM;prop_populacao_pobreza_extrema;Renda_media_domic_per_capita;Taxa_de_analfabetismo;Taxa_de_desemprego_16a_emais;PIB_per_capita;Saneamento_inadequado;Taxa_urbanizacao;Gini;CoberturaESF;CoberturaAB;Inc_tb22;mort_tb22;prop_cont22;populacao_residente
150240;CASTANHAL;113.24;50.34;5.71;237;7.5;9.52;14940.18;6.63;88.58;0.5555;82.47;88.94;56.88807678;3.403560162;56.89655304;205667
150250;CHAVES;37.62;78.78;36.07;157;29.9;6.15;6281.15;82.22;11.95;0.6732;58.19;58.19;12.40951443;0;100;24175
150260;COLARES;66.67;75.47;27.34;167;10.7;4.85;5229.96;19.88;32.17;0.5657;100;100;57.49486542;8.213552475;92.85713959;12175
150270;CONCEICAO DO ARAGUAIA;97.05;51.81;11.06;253;14.7;7.01;9666.74;27.01;71.26;0.5348;86.5;86.5;12.47012329;2.078353882;100;48115
150275;CONCORDIA DO PARA;92.84;69.63;21.25;156;19.1;5.04;7790.36;36.35;53.47;0.506;62.13;62.13;29.20902061;2.920902014;100;34236
150276;CUMARU DO NORTE;49.77;57.36;14.4;390;22.9;7.63;15829.28;62.46;25.9;0.6175;100;100;71.20478821;7.12047863;100;14044
150277;CURIONOPOLIS;62.06;62.93;11.63;340;18.7;11.39;12477.37;40.44;68.51;0.5527;100;100;33.77617645;0;100;17764
150280;CURRALINHO;55.22;79.63;35.59;122;20.2;6.76;3585.4;65.85;38.29;0.5749;40.06;40.06;14.07261467;0;30;35530
150285;CURUA;93.22;84.05;34.91;130;13.7;3.66;6002.31;28.36;47.18;0.6014;100;100;33.83865738;0;100;14776
150290;CURUCA;81.22;75.73;26.76;189;8.5;8.1;5987.67;9.82;35.5;0.5828;100;100;65.70462036;2.433504581;42.02898407;41093
150293;DOM ELISEU;119.3;62.17;10.04;248;16.6;12.93;8351.2;19.38;63.36;0.535;57.77;57.77;22.87357521;0;65.625;61206
150295;ELDORADO DOS CARAJAS;50.44;68.57;18.01;203;22.1;5.84;6902.27;52.84;52.16;0.58;51.02;51.02;20.5465374;2.935219765;84.61538696;34069
150300;FARO;70.47;79.58;30.53;122;10.2;2.71;7089.76;23.39;74.94;0.5606;100;100;14.39056015;14.39056015;100;6949
150304;FLORESTA DO ARAGUAIA;102.68;69.85;20.71;244;18.6;12.54;21146.51;70.07;49.04;0.6247;67.97;67.97;38.56908798;4.821135998;88.8888855;20742
150307;GARRAFAO DO NORTE;128.44;75.18;33.78;145;28.7;2.52;6771.7;54.61;34.38;0.5453;100;100;15.29344273;0;100;26155
150309;GOIANESIA DO PARA;50.17;65.22;13.31;217;24.5;8.38;7359.45;34.74;69.27;0.5619;51.14;51.14;35.99021149;2.399347305;53.84615326;41678
150310;GURUPA;70.18;76.49;31.39;134;22.4;4.28;5323.51;61.62;32.96;0.568;51.68;51.68;32.23254395;2.930231094;100;34127
150320;IGARAPE-ACU;84.52;70.33;20.79;180;16.7;11.67;6589.91;19.65;59.09;0.5731;100;100;58.62262344;0;100;39234
150330;IGARAPE-MIRI;75.12;78.48;29.42;123;18.7;8.54;6337.24;53.11;45.12;0.5343;44.02;44.02;42.60892868;0;82.8125;63367
150340;INHANGAPI;67.6;71.35;17.68;206;15;7.21;8424.56;46.42;27.61;0.5257;100;100;58.28961563;0;81.8181839;12009
150345;IPIXUNA DO PARA;67.07;80.77;20.42;165;24.2;10.62;9194.99;35;23.83;0.5863;80.79;80.79;16.37635803;0;100;67170
150350;IRITUIA;73.27;76.51;29.2;168;19;3.98;5090.39;36.9;20.8;0.5868;84.79;84.79;52.08493042;0;100;32639
150360;ITAITUBA;47.5;51.99;10.21;362;13.6;7.11;11088.58;19.67;72.5;0.577;61.34;65.28;54.16531372;3.93929553;90.90908813;101541
150370;ITUPIRANGA;111.4;76.36;24.01;225;23.4;8.67;7503.25;49.51;40;0.6186;51.81;51.81;50.52489853;0;75.75757599;53439
150375;JACAREACANGA;52.48;68.7;28.65;241;25.3;6.82;9556.16;47.58;34.96;0.6964;83.75;83.75;359.6087341;28.76869965;0;6952
150380;JACUNDA;86.5;60.69;11.07;216;16;15.28;6990.2;16.83;88.95;0.6113;58.32;58.32;19.82913971;3.304856539;91.30434418;60517
150390;JURUTI;47.91;74.66;27.37;156;9.8;8.74;17105.38;31.78;33.67;0.603;47.63;47.63;16.6775074;0;100;59961
150400;LIMOEIRO DO AJURU;67.9;80.88;41.24;117;14.3;4.28;14804.93;72.87;24.77;0.5793;35.77;35.77;16.87877655;0;88;29623
150405;MAE DO RIO;116.36;63.11;15.34;172;16.9;7.04;7959.57;9.38;82.61;0.5886;100;100;36.19730759;0;75;30389
150410;MAGALHAES BARATA;137.78;75.01;27.4;163;11.7;4.83;7176.14;8.31;46.77;0.5478;100;100;23.26122284;0;100;8598
150420;MARABA;88.86;48.36;7.33;269;10.6;9.59;20687.01;15.95;79.72;0.5978;37.05;47.07;44.14872742;3.823905706;46.875;287664
150430;MARACANA;60.5;77.68;30.82;164;12.3;4.7;5936.3;25.62;41.08;0.6026;81.94;81.94;47.36289978;0;91.30434418;29559
150440;MARAPANIM;54.02;67.44;21.45;198;9.7;4.52;5749.61;14.28;43.99;0.5487;73.05;73.05;42.01239395;14.00413132;100;28563
150442;MARITUBA;43.4;47.25;4.5;306;5.1;14.44;9794.97;7.28;98.96;0.4477;57.71;65.69;94.24793243;11.04467964;11.2903223;135812
150445;MEDICILANDIA;76.26;64.19;14.9;312;18.8;2.41;11186.8;53.77;34.98;0.6138;65.51;65.51;9.274430275;0;100;32347
150450;MELGACO;25.93;89.38;47.59;88;38.5;14.25;4846.49;73.8;22.18;0.5537;37.43;56.19;7.112122536;0;0;28121
150460;MOCAJUBA;109.77;79.67;32.55;114;10.1;11.57;7871.85;26.83;68.38;0.5921;66.48;66.48;37.59751892;12.53250599;100;31917
150470;MOJU;46.44;72.92;22.27;174;18.9;5.93;9181.92;48.19;35.94;0.6325;25.21;30.08;23.73859024;2.373859167;85;84251
150475;MOJUI DOS CAMPOS;126.41;0;0;0;0;0;13982.87;0;0;0;64.35;64.35;18.42525482;0;100;16282
150480;MONTE ALEGRE;80.49;74.31;26.42;156;14.1;6.91;9789.64;39.85;44.29;0.5994;41.61;41.61;18.87148476;0;91.66666412;58289
150490;MUANA;87.48;76.24;25.7;150;13;9.83;4392.73;52.77;42.45;0.5671;51.3;51.3;43.42162323;4.824625015;56.25;41454
150495;NOVA ESPERANCA DO PIRIA;94.74;84.81;36.15;127;26;1.75;8112.71;45.89;39.51;0.6405;80.73;80.73;27.88233566;4.647056103;100;21519
150497;NOVA IPIXUNA;70.67;68.77;18.55;227;21.6;6.44;6972.98;51.14;52.76;0.5978;100;100;5.873025417;0;100;17027
150500;NOVA TIMBOTEUA;146.72;65.49;20.14;200;20.9;6.4;6265.3;21.94;40.38;0.5192;100;100;12.78281975;0;100;15646
150503;NOVO PROGRESSO;108.43;34.07;3.75;494;9.6;3.45;13937.4;21.83;70.52;0.5563;100;100;54.32884598;0;0;25769
150506;NOVO REPARTIMENTO;64.32;71.97;21.53;204;21.2;4.57;8723.85;45.79;45.04;0.5957;49.99;49.99;7.644480705;1.274080157;75;78488
150510;OBIDOS;76.39;74.82;29.7;131;12.8;5.58;10278.2;34.49;51.62;0.5914;52.94;52.94;36.20909882;0;78.78787994;52473
150520;OEIRAS DO PARA;40.18;80.3;38.43;106;16.7;4.43;9502.21;52.08;39.98;0.5716;53.06;53.06;30.13682175;0;100;33182
150530;ORIXIMINA;61.31;68.71;23.68;273;10.9;9.96;23509.33;32.96;63.93;0.6535;56.64;72.36;44.04639435;2.669478416;58.33333206;74921
150540;OUREM;62.84;73.29;25.31;169;19.5;6.51;9450.47;23.65;45.6;0.6305;100;100;22.12511826;0;100;18079
150543;OURILANDIA DO NORTE;104.56;51.67;8.03;234;13;6.91;21419.76;17.86;72.78;0.5812;100;100;29.55868912;0;50;33831
150548;PACAJA;102.86;76.33;26.2;203;20.5;4.29;7927.86;60.54;34.39;0.6628;43.39;43.39;12.21747112;2.036245108;73.33333588;49110
150549;PALESTINA DO PARA;81.9;68.17;19.82;230;23;6.39;6272.29;24.97;60.82;0.5611;100;100;39.60396194;0;0;7575
150550;PARAGOMINAS;109.52;53.62;7.6;227;13.3;9.97;17539.07;10.06;78.22;0.6151;73.18;77.16;69.92523956;1.726549149;67.6567688;115838
150553;PARAUAPEBAS;107.97;37.14;3.97;711;7.6;10.53;114753.57;2.79;90.11;0.5452;62.95;78.93;40.22176743;3.65652442;38.63636398;218787
150555;PAU D'ARCO;55.04;63.41;13.87;210;24.4;8.66;9364.31;45.14;60.35;0.5103;100;100;18.73009872;18.73009872;100;5339
150560;PEIXE-BOI;62.35;72.83;27.12;164;20.2;10.69;8202.37;19.74;53.08;0.5668;100;100;24.74022675;12.37011337;100;8084
150563;PICARRA;186.23;65.81;12.51;233;21.7;11.46;10790.34;58.51;28.2;0.5264;100;100;0;0;0;12976
150565;PLACAS;100;76.85;28.09;175;17.3;6.11;5983.79;66.8;20.28;0.592;33.41;33.41;6.187161446;0;0;32325
150570;PONTA DE PEDRAS;75.72;72.78;29.58;142;14.7;9.52;5385.34;39.7;47.79;0.6104;55.5;55.5;24.99453163;0;84;32007
150580;PORTEL;51.35;81.29;36.23;107;29.8;8.5;8072.57;49.89;47.63;0.6523;44.49;44.49;29.76610184;0;82.14286041;63831
150590;PORTO DE MOZ;77.73;79.76;35.3;113;18.9;5.27;6123.67;48.43;42.95;0.5993;58.71;58.71;11.77689838;2.355379581;100;42456
150600;PRAINHA;53.8;83;40.34;133;16.3;4.11;7772.93;50.07;30.53;0.682;69.31;69.31;0;0;0;29827
150610;PRIMAVERA;67.26;73.07;30.9;138;21.4;14.28;6672.27;19.1;62.24;0.655;100;100;36.73431778;0;100;10889
150611;QUATIPURU;77.33;77.43;32.56;175;22.7;9.37;5488.74;26.25;42.81;0.6068;100;100;28.99811554;21.74858665;100;13794
150613;REDENCAO;121.64;42.34;4.78;322;11.7;7.5;13933.46;15.06;92.73;0.537;52.9;56.44;28.95998955;2.316799164;78.37837982;86326
150616;RIO MARIA;113.15;46.94;5.82;387;16.3;6.84;15323.39;27.66;76.35;0.5365;94.82;94.82;27.46045685;5.492091179;100;18208
150618;RONDON DO PARA;123.46;63.49;11.01;225;20.3;11.34;8321.46;21.4;73.88;0.5647;65.89;65.89;26.29503059;1.878216505;100;53242
150619;RUROPOLIS;132.07;74.2;20.27;151;18.7;8.52;5086.11;53.12;38.1;0.565;47.81;47.81;17.15167809;1.905742049;100;52473
150620;SALINOPOLIS;89.74;54.38;10.73;188;10.4;5.98;6907.98;8.39;89.23;0.5277;100;100;123.8946686;2.429307222;85.21739197;41164
150630;SALVATERRA;60.34;68.62;20.54;175;9;4.96;5290.18;14.22;62.79;0.5729;72.63;72.63;32.79763794;8.199409485;88.8888855;24392
150635;SANTA BARBARA DO PARA;57.39;67.5;10.92;249;8.3;11.45;5578.55;22.91;31.84;0.5346;81.84;81.84;68.77263641;0;47.22222137;21811
150640;SANTA CRUZ DO ARARI;52.5;87.67;25.94;160;11.9;11.22;5670.61;15.72;48.98;0.5267;100;100;28.58231735;0;0;10496
150650;SANTA IZABEL DO PARA;89.67;55.35;8.33;238;9.7;10.09;8491.48;16.88;72.31;0.5225;92.58;100;447.4580078;4.117711544;95.7142868;72856
150655;SANTA LUZIA DO PARA;68.04;77.91;28.41;155;24.3;7.82;5689.32;42.11;44.75;0.5692;100;100;30.2434597;5.040576458;89.2857132;19839
150658;SANTA MARIA DAS BARREIRAS;100.88;69.84;14.8;242;18.8;4.44;10208.24;53.2;36.95;0.5682;96.51;96.51;0;0;0;22244
150660;SANTA MARIA DO PARA;65.93;64.44;15.93;214;18.5;4.77;11971.52;21.5;57.88;0.5313;83.26;100;19.89891434;7.959565639;100;25127
150670;SANTANA DO ARAGUAIA;37.63;57.56;6.19;239;16.5;17.71;8037.49;38.41;52.83;0.4721;56.85;56.85;13.15876007;1.315876007;75;75995
150680;SANTAREM;67.69;56.5;15.55;168;7.3;8.71;11552.78;16.22;73.25;0.5852;61.16;71.01;44.43161774;2.594546795;100;308339
150690;SANTAREM NOVO;115.58;80.59;26.89;169;17.1;5.6;6148.23;18.36;29.46;0.5764;100;100;73.57269287;0;18.75;6796
150700;SANTO ANTONIO DO TAUA;58.11;64.16;14.09;232;11.7;8.27;6383.58;14.78;55.75;0.531;98.63;100;27.82415199;3.091572285;100;32346
150710;SAO CAETANO DE ODIVELAS;61.28;70.46;18.13;194;12.7;7.62;6181.09;20.05;41.19;0.4889;100;100;60.41632462;0;100;18207
150715;SAO DOMINGOS DO ARAGUAIA;146.25;61.67;14;230;18.2;7.36;6931.95;25.55;65.95;0.5917;100;100;26.98015022;0;66.66666412;25945
150720;SAO DOMINGOS DO CAPIM;94.67;81.72;40.44;126;21;4.07;8735.05;49.39;22.08;0.6063;100;100;21.68189621;0;100;32285
150730;SAO FELIX DO XINGU;101.3;57.62;6.39;289;13.1;7.97;7723.99;43.83;49.39;0.6423;45.65;45.65;23.57587051;0;87.5;135732
150740;SAO FRANCISCO DO PARA;53.33;65.69;13.77;257;14.9;6.05;11575.2;26.18;33.95;0.4851;100;100;43.81023788;0;100;15978
150745;SAO GERALDO DO ARAGUAIA;104.75;62.45;11.1;275;20.7;7.39;9918.23;30.32;53.11;0.532;100;100;12.21199989;0;100;24566
150746;SAO JOAO DA PONTA;55.42;76.87;29.1;185;8.3;2.28;5327.91;12.67;19.58;0.5377;56.2;56.2;31.77629471;0;0;6294
150747;SAO JOAO DE PIRABAS;86.51;78.1;28.77;172;20.7;9.5;5630.86;30.12;50.79;0.5875;100;100;55.46075058;8.532423019;0;23440
150750;SAO JOAO DO ARAGUAIA;52.7;74.49;18.95;218;24.4;4.73;6796.07;56.08;19.66;0.5573;100;100;21.26905441;0;0;14105
150760;SAO MIGUEL DO GUAMA;81.68;66.62;16.21;164;16.2;5.44;10748.19;35.65;61.83;0.5323;46.79;46.79;34.84436035;0;72.72727203;60268
150770;SAO SEBASTIAO DA BOA VISTA;84.72;77.28;28.99;129;14.8;4.32;6294.19;57.14;43.23;0.546;77.7;77.7;36.62735367;3.662735224;71.42857361;27302
150775;SAPUCAIA;112.94;49.82;7.85;398;21.7;4.92;13831.27;21.45;65.88;0.5336;100;100;49.27726746;0;100;6088
150780;SENADOR JOSE PORFIRIO;90.59;78.92;23.98;210;24.3;5.05;7595.9;49.06;49.6;0.5661;29.59;29.59;53.07386017;0;100;11305
150790;SOURE;87.59;63.11;18.98;212;9.8;10.23;5673.87;10.35;91.37;0.5322;54.39;78.03;66.01428986;3.883193493;100;25752
150795;TAILANDIA;53.02;68.79;10.41;263;13.7;17.62;6743.88;12.65;74.04;0.5509;25.95;31.6;30.47851181;0.896426857;74.16666412;111554
150796;TERRA ALTA;42.64;73.97;18.01;215;9.6;10.5;4369.04;15.68;42.23;0.5642;100;100;83.53520966;0;100;11971
150797;TERRA SANTA;57.05;65.86;15.83;178;7.2;5.75;15511.05;19.33;60.98;0.5931;73.53;73.53;57.70340347;5.245764256;90;19063
150800;TOME-ACU;82.71;64.5;12.39;217;15.8;7.52;7962.68;32.51;55.85;0.5456;43.5;43.5;47.98464584;3.095783472;100;64604
150803;TRACUATEUA;92.73;82.32;34.1;146;21.1;11.5;6260.32;56.59;26.43;0.5873;100;100;41.20574188;3.169672489;100;31549
150805;TRAIRAO;158.8;58.81;11.7;304;20.7;4.79;11417.86;49.22;33.65;0.5605;72.67;72.67;36.18693161;0;22.22222137;19344
150808;TUCUMA;108.03;43.86;5.08;308;13.1;6.86;13380.94;22.66;79.87;0.5445;78.41;88.48;17.21551323;0;27.27272797;40661
150810;TUCURUI;61.8;46.48;7.62;186;9.3;9.35;34923.67;5.72;95.18;0.5833;72.85;99.59;53.17096329;2.572788477;93.90680695;116605
150812;ULIANOPOLIS;129.73;60.97;6.82;225;13.1;13.6;26950.28;23.97;65.82;0.725;46.61;46.61;17.66046906;1.605497241;78.57142639;62286
150815;URUARA;96.24;57.51;9.97;250;14.1;5.92;8075.7;45.42;54.54;0.5864;75.86;75.86;19.8259716;0;100;45395
150820;VIGIA;54.5;59.56;12.65;213;10.1;8.98;5618.87;12.16;67.56;0.5139;57.84;57.84;73.19304657;16.46843529;100;54650
150830;VISEU;70.62;85;39.86;138;20.6;6.59;7349.3;50.25;32.44;0.6308;61.8;61.8;17.71536255;1.610487461;100;62093
150835;VITORIA DO XINGU;134.65;66.31;15.27;255;17.7;7.81;22440.04;46.51;39.92;0.6065;91.19;91.19;84.30062866;0;100;15421
150840;XINGUARA;95.64;48.01;5.01;325;11.6;7.73;18627.08;16.12;77.62;0.5722;69.38;69.38;22.01867104;0;63.63636398;45416
160005;SERRA DO NAVIO;51.06;52.24;11.1;227;10.5;16.72;11233.76;9.6;58.79;0.6192;100;100;35.86157608;0;0;5577
160010;AMAPA;72.45;66.54;17.94;200;11.3;14.89;15819.57;14.92;86.24;0.6258;37.87;37.87;10.79330826;10.79330826;0;9265
160015;PEDRA BRANCA DO AMAPARI;107.88;59.37;16.22;244;16.9;8.28;27762.43;28.42;55.36;0.6164;62.72;62.72;28.36879349;0;55;17625
160020;CALCOENE;57.64;64.13;19.35;240;12.3;11.16;14523.47;19.59;81.19;0.6722;62.07;62.07;69.60758972;0;100;11493
160021;CUTIAS;68.14;72.44;22.09;197;10.9;10.06;11237.99;26.26;52;0.6144;100;100;16.08492851;0;0;6217
160023;FERREIRA GOMES;94.35;59.49;13.62;271;14.6;12.99;26785.31;21.35;71.96;0.6006;100;100;24.53686714;0;100;8151
160025;ITAUBAL;72.19;79.05;28.76;190;13.9;19.08;10176.6;36.92;41.13;0.6368;100;100;34.90401459;0;100;5730
160027;LARANJAL DO JARI;109.92;54.65;10.27;291;9.6;10.79;12331.02;5.47;94.9;0.5606;100;100;38.23945618;1.911972761;98.31932831;52302
160030;MACAPA;93.88;39.87;5.53;220;6;11.35;18862.71;2.94;95.73;0.6037;48.67;79.81;46.51990891;1.531519651;75.76564789;522357
160040;MAZAGAO;75.52;65.02;19.23;205;22.6;5.73;11458.45;56.03;48.57;0.6509;95.69;95.69;44.50774384;8.901549339;68;22468
160050;OIAPOQUE;40.88;52.8;10.73;274;7.7;7.84;12510.73;22.16;67.54;0.694;75.91;88.67;59.57804871;0;100;28534
160053;PORTO GRANDE;67.65;59.3;14.32;267;12.7;13.43;14287.6;23.26;64.3;0.5728;100;100;34.89335632;0;100;22927
160055;PRACUUBA;67.35;77.92;28.6;191;10.4;5.47;13657.65;29.21;49.59;0.6553;100;100;37.24394608;0;100;5370
160060;SANTANA;60.7;52.53;8.33;219;9.4;13.76;16833.72;4.7;97.88;0.5708;82.44;97.66;51.27876282;2.403692007;89.43395996;124808
160070;TARTARUGALZINHO;59.05;74.51;30.14;216;16.6;9.23;13642.01;41.12;51.87;0.6658;79.7;79.7;27.44688988;5.489377975;86.1111145;18217
160080;VITORIA DO JARI;98.86;68.47;19.7;150;14.4;18.8;10994.77;11.47;82.89;0.6018;100;100;36.20564651;6.034274578;100;16572
170025;ABREULANDIA;102.7;54.79;16.26;280;12.9;7.19;10605.16;36.71;61.73;0.7146;100;100;0;0;0;2609
170030;AGUIARNOPOLIS;255.36;55.01;6.95;255;15.9;7.28;14341.12;12.41;80.24;0.4877;100;100;0;0;0;7049
170035;ALIANCA DO TOCANTINS;78.26;56.04;8.86;328;15;14.34;11160.36;17.98;83.87;0.4788;100;100;18.85725021;0;0;5303
170040;ALMAS;90.57;61.2;14.54;261;22.8;11.61;12446.76;22.46;79.21;0.5745;100;100;0;0;0;6905
170070;ALVORADA;70.68;34.23;2.79;371;9.2;3.36;25973.62;8.51;92.73;0.4734;100;100;23.8635006;11.9317503;0;8381
170100;ANANAS;164.83;52.48;6.95;299;19.2;5.42;8633.12;10.15;82.55;0.4849;100;100;10.59883404;0;100;9435
170105;ANGICO;207.14;62.64;13.44;183;17.4;4.82;8676;23.16;61.04;0.4696;100;100;0;0;0;3475
170110;APARECIDA DO RIO NEGRO;101.43;59.86;9.08;310;14.8;4.92;13147.66;23.44;78.64;0.4878;100;100;0;0;0;4901
170130;ARAGOMINAS;133.33;55.22;15.28;279;23.5;6.42;8339.59;50.33;37.91;0.5422;100;100;17.52848434;17.52848434;0;5705
170190;ARAGUACEMA;106.17;64.01;16.91;221;17.1;7.97;8730.97;38.07;46.3;0.5704;100;100;13.84466267;0;100;7223
170200;ARAGUACU;95.92;48.5;6.04;290;14.1;10.32;13727.53;28.65;66.95;0.512;100;100;0;0;0;8418
170210;ARAGUAINA;137.26;32.58;2.09;325;8.3;6.59;17539.04;4.71;94.98;0.574;63.09;68.62;14.49703312;0.536927164;52.63158035;186245
170215;ARAGUANA;48.78;59.49;9.08;278;16.9;7.31;9381.4;7.32;67.32;0.5285;100;100;17.07650185;0;0;5856
170220;ARAGUATINS;85.94;64.58;17.57;183;20.4;6.87;8542.35;25.62;64.27;0.5738;100;100;5.468514919;2.73425746;100;36573
170230;ARAPOEMA;139.62;50.21;6.22;446;16.7;5.18;11529.93;18.24;80.91;0.5154;100;100;15.17450714;0;100;6590
170240;ARRAIAS;73.91;57.47;13.42;243;21.2;9.72;14310.88;29.12;69.24;0.6146;100;100;9.521995544;0;0;10502
170255;AUGUSTINOPOLIS;116.56;59.57;13.06;196;20.9;7.13;9796.38;12.68;82.61;0.5309;100;100;5.299417019;0;0;18870
170270;AURORA DO TOCANTINS;71.43;59.02;11.39;391;20.2;2.24;8749.32;27.15;72.03;0.6931;100;100;26.25361061;0;100;3809
170290;AXIXA DO TOCANTINS;49.42;57.8;16.66;203;23.4;6.29;8326.98;7.59;82.17;0.4976;100;100;10.1864109;0;100;9817
170300;BABACULANDIA;162.5;59.48;11.56;225;18;4.89;7907.2;43.3;47.29;0.4921;64.7;64.7;0;0;0;10668
170305;BANDEIRANTES DO TOCANTINS;158.93;68.69;5.55;351;18.1;5.59;25101.63;33.11;53.97;0.5757;100;100;0;0;0;3631
170307;BARRA DO OURO;124.29;66.67;25.62;186;21.5;15.74;10130.94;32.54;53.02;0.5505;100;100;21.3995285;0;0;4673
170310;BARROLANDIA;161.02;55.29;9.15;313;16.6;10.23;9738.72;15.33;83.74;0.4792;100;100;17.6397953;0;0;5669
170320;BERNARDO SAYAO;137.31;52.2;6.73;270;20.8;6.06;11132.97;33.33;49.08;0.4364;100;100;22.52759552;0;100;4439
170330;BOM JESUS DO TOCANTINS;125;51.25;6;281;14.9;6.98;10625.25;25.43;75;0.5044;100;100;0;0;0;5120
170360;BRASILANDIA DO TOCANTINS;102.86;50.34;6.95;487;13.9;3.96;14680.38;13.61;69.57;0.541;100;100;0;0;0;2221
170370;BREJINHO DE NAZARE;191.23;58.25;9.24;400;18.4;8.17;14147.55;18.12;80.91;0.5613;100;100;0;0;0;5540
170380;BURITI DO TOCANTINS;95.27;72.36;17.8;209;22.3;13.52;6474.76;6.49;76.31;0.5732;100;100;8.588113785;8.588113785;0;11644
170382;CACHOEIRINHA;123.08;66.2;16.79;192;17.1;4.52;8001.87;13.04;80.59;0.4735;100;100;0;0;0;2293
170384;CAMPOS LINDOS;200;76.47;26.22;189;20.1;17.44;31756.39;33.32;59.21;0.6791;100;100;0;0;0;10505
170386;CARIRI DO TOCANTINS;165.85;41.96;4.31;352;14.3;7.5;30128.6;37.24;55.72;0.4653;100;100;0;0;0;4499
170388;CARMOLANDIA;67.44;50.76;7.1;399;18.5;8.79;12300.91;8.58;78.76;0.5013;100;100;0;0;0;2627
170389;CARRASCO BONITO;33.33;76.49;21.13;200;29.3;11.29;7036.16;11.51;53.34;0.5609;100;100;0;0;0;4165
170390;CASEARA;83.33;58.02;15.04;291;17.2;4.29;11345.39;41.01;59.49;0.6171;64.26;64.26;0;0;0;5514
170410;CENTENARIO;118.18;72.25;25.55;186;29.1;13.09;7419.69;40.03;58.61;0.6363;100;100;0;0;0;2966
170460;CHAPADA DE AREIA;311.76;59.7;8.6;328;16.6;7.17;11101.15;43.61;56.1;0.5254;100;100;70.67137909;0;0;1415
170510;CHAPADA DA NATIVIDADE;196.77;69.46;16.46;289;20.5;10.76;13046.34;52.75;50.53;0.6287;100;100;60.06005859;0;0;3330
170550;COLINAS DO TOCANTINS;151.57;43.85;4.7;302;12.1;7.33;14039.81;3.23;96.01;0.5841;100;100;24.81321144;5.514047146;92.30769348;36271
170555;COMBINADO;141.67;49.59;6.52;361;16.2;9.58;9878.83;8.35;85.67;0.5196;100;100;0;20.53388023;0;4870
170560;CONCEICAO DO TOCANTINS;78.18;64.89;18.2;178;22.2;7.88;8422;30.4;69.61;0.5437;100;100;24.57002449;0;0;4070
170600;COUTO MAGALHAES;83.33;68.96;17.74;223;17.1;10.74;10441.78;44.62;37.61;0.5538;100;100;17.57469177;0;0;5690
170610;CRISTALANDIA;141.67;50.77;6.51;275;12.6;7;11247.3;17.53;81.89;0.5788;100;100;0;0;0;7268
170625;CRIXAS DO TOCANTINS;90.48;51.67;8.43;333;11.8;5.02;15316.73;36.12;55.75;0.4706;100;100;0;0;0;1749
170650;DARCINOPOLIS;136.73;57.8;14.82;251;20.8;7.14;11723.68;23.91;66.17;0.5192;100;100;0;0;0;6250
170700;DIANOPOLIS;162.3;46.8;8.94;235;13.1;8.91;14478.32;11.1;86.04;0.5666;62.33;62.33;26.42706108;4.404510021;0;22704
170710;DIVINOPOLIS DO TOCANTINS;182.02;54.73;8.94;330;15.1;6.4;10994.41;28.4;70.19;0.6486;100;100;14.3143425;0;0;6986
170720;DOIS IRMAOS DO TOCANTINS;138.1;68.46;11.74;293;17.5;1.98;9462.86;54.2;38.78;0.577;100;100;13.94116783;0;0;7173
170730;DUERE;80.82;52.29;5.13;430;12.7;5.45;16505.76;35.68;66.53;0.5618;100;100;21.34016228;0;0;4686
170740;ESPERANTINA;28.28;81.88;28.9;165;22.9;18.52;6709.64;23.18;48.69;0.561;100;100;8.86524868;0;0;11280
170755;FATIMA;102.17;51.31;6.85;321;15.4;11.03;11268.34;13.53;82.39;0.566;100;100;26.15062714;0;100;3824
170765;FIGUEIROPOLIS;150.91;42.16;8.46;617;16.4;10.6;22193.93;11.94;75.92;0.5311;100;100;38.29950333;0;100;5222
170770;FILADELFIA;204;66.99;15.44;263;20.2;7.42;8920.54;31.2;65.11;0.5438;100;100;0;0;0;8892
170820;FORMOSO DO ARAGUAIA;134.41;49.83;6.8;339;12.2;8.27;17507.71;22.17;72.36;0.526;100;100;21.78886604;0;100;18358
170825;FORTALEZA DO TABOCAO;93.55;52.18;7.02;338;17;7.15;41250.1;11.63;81.36;0.4792;100;100;38.24091721;0;0;2615
170830;GOIANORTE;135.38;61.75;11.62;226;15.5;6.49;9093.67;42.33;55.69;0.543;100;100;0;0;0;5136
170900;GOIATINS;105.51;73.04;29.69;188;24;6.59;8598.22;34.45;41.02;0.6268;100;100;15.18718243;7.593591213;100;13169
170930;GUARAI;121.62;39.74;3.71;342;11.2;5.7;16703.38;9.43;91.07;0.6157;100;100;3.787448406;3.787448406;100;26403
170950;GURUPI;75.45;27.02;1.38;334;6.5;6.48;20135.37;3.43;97.71;0.5386;100;100;21.48640633;1.130863547;100;88428
170980;IPUEIRAS;95;60.31;10.37;287;16.6;4.39;15232.72;15.25;58.45;0.4313;100;100;0;0;0;2088
171050;ITACAJA;167.21;66.11;21.24;140;17;6.82;9755.95;26.12;60.15;0.5928;100;100;0;0;0;7471
171070;ITAGUATINS;97.01;66.58;18.8;175;24.7;6.14;7032.96;26.36;56.33;0.5611;100;100;17.23840714;0;0;5801
171090;ITAPIRATINS;108.77;56;15.12;307;19.2;5.41;13005.89;46.55;54.19;0.5228;100;100;0;0;0;3814
